PLAYER_ID,NAME,TEAM_ID,TEAM,AGE,SEASON,LEFT_CORNER_3_FGM,LEFT_CORNER_3_FGA,LEFT_CORNER_3_PCT,RIGHT_CORNER_3_FGM,RIGHT_CORNER_3_FGA,RIGHT_CORNER_3_PCT,ABOVE_THE_BREAK_3_FGM,ABOVE_THE_BREAK_3_FGA,ABOVE_BREAK_3_PCT,CORNER_3_FGM,CORNER_3_FGA,CORNER_3_PCT
203121,Darius Miller,1610612740,NOP,25.0,2014-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
202721,Darius Morris,1610612751,BKN,24.0,2014-15,1.0,6.0,0.167,0.0,7.0,0.0,6.0,20.0,0.3,1.0,13.0,0.077
201589,Darrell Arthur,1610612743,DEN,27.0,2014-15,2.0,8.0,0.25,1.0,11.0,0.091,23.0,90.0,0.256,3.0,19.0,0.158
201954,Darren Collison,1610612758,SAC,27.0,2014-15,9.0,19.0,0.474,15.0,31.0,0.484,36.0,108.0,0.333,24.0,50.0,0.48
101135,David Lee,1610612744,GSW,32.0,2014-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
204065,David Stockton,1610612758,SAC,24.0,2014-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0
204033,David Wear,1610612758,SAC,24.0,2014-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2561,David West,1610612754,IND,34.0,2014-15,1.0,2.0,0.5,0.0,1.0,0.0,3.0,17.0,0.176,1.0,3.0,0.333
201599,DeAndre Jordan,1610612746,LAC,26.0,2014-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.25,0.0,0.0,0.0
201971,DeJuan Blair,1610612764,WAS,26.0,2014-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201942,DeMar DeRozan,1610612761,TOR,25.0,2014-15,11.0,32.0,0.344,11.0,26.0,0.423,3.0,29.0,0.103,22.0,58.0,0.379
202326,DeMarcus Cousins,1610612758,SAC,24.0,2014-15,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,0.286,0.0,1.0,0.0
201960,DeMarre Carroll,1610612737,ATL,28.0,2014-15,23.0,50.0,0.46,37.0,86.0,0.43,60.0,168.0,0.357,60.0,136.0,0.441
203471,Dennis Schröder,1610612737,ATL,21.0,2014-15,2.0,5.0,0.4,1.0,10.0,0.1,49.0,132.0,0.371,3.0,15.0,0.2
101114,Deron Williams,1610612751,BKN,31.0,2014-15,9.0,20.0,0.45,8.0,18.0,0.444,70.0,196.0,0.357,17.0,38.0,0.447
202324,Derrick Favors,1610612762,UTA,23.0,2014-15,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,2.0,0.5
201565,Derrick Rose,1610612741,CHI,26.0,2014-15,4.0,8.0,0.5,0.0,4.0,0.0,71.0,253.0,0.281,4.0,12.0,0.333
202682,Derrick Williams,1610612758,SAC,24.0,2014-15,10.0,22.0,0.455,9.0,26.0,0.346,30.0,108.0,0.278,19.0,48.0,0.396
2734,Devin Harris,1610612742,DAL,32.0,2014-15,12.0,22.0,0.545,17.0,26.0,0.654,65.0,213.0,0.305,29.0,48.0,0.604
203906,Devyn Marble,1610612753,ORL,22.0,2014-15,1.0,8.0,0.125,0.0,6.0,0.0,3.0,8.0,0.375,1.0,14.0,0.071
203473,Dewayne Dedmon,1610612753,ORL,25.0,2014-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
203079,Dion Waiters,1610612760,OKC,23.0,2014-15,19.0,57.0,0.333,18.0,53.0,0.34,36.0,136.0,0.265,37.0,110.0,0.336
1717,Dirk Nowitzki,1610612742,DAL,37.0,2014-15,3.0,10.0,0.3,1.0,1.0,1.0,100.0,263.0,0.38,4.0,11.0,0.364
202388,Donald Sloan,1610612754,IND,27.0,2014-15,3.0,5.0,0.6,2.0,12.0,0.167,36.0,112.0,0.321,5.0,17.0,0.294
202700,Donatas Motiejunas,1610612745,HOU,24.0,2014-15,10.0,32.0,0.313,11.0,26.0,0.423,28.0,74.0,0.378,21.0,58.0,0.362
2748,Dorell Wright,1610612757,POR,29.0,2014-15,8.0,20.0,0.4,6.0,17.0,0.353,27.0,70.0,0.386,14.0,37.0,0.378
203926,Doug McDermott,1610612741,CHI,23.0,2014-15,1.0,4.0,0.25,1.0,3.0,0.333,11.0,34.0,0.324,2.0,7.0,0.286
203110,Draymond Green,1610612744,GSW,25.0,2014-15,3.0,20.0,0.15,5.0,9.0,0.556,103.0,300.0,0.343,8.0,29.0,0.276
2400,Drew Gooden,1610612764,WAS,33.0,2014-15,2.0,4.0,0.5,4.0,8.0,0.5,17.0,46.0,0.37,6.0,12.0,0.5
204079,Drew Gordon,1610612755,PHI,24.0,2014-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
202779,Dwight Buycks,1610612747,LAL,26.0,2014-15,1.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,0.556,2.0,2.0,1.0
2730,Dwight Howard,1610612745,HOU,29.0,2014-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
203939,Dwight Powell,1610612742,DAL,23.0,2014-15,1.0,3.0,0.333,1.0,1.0,1.0,1.0,7.0,0.143,2.0,4.0,0.5
2548,Dwyane Wade,1610612748,MIA,33.0,2014-15,5.0,13.0,0.385,1.0,5.0,0.2,23.0,83.0,0.277,6.0,18.0,0.333
202734,E'Twaun Moore,1610612741,CHI,26.0,2014-15,4.0,14.0,0.286,2.0,2.0,1.0,7.0,22.0,0.318,6.0,16.0,0.375
2853,Earl Barron,1610612756,PHX,33.0,2014-15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.333,1.0,1.0,1.0
201947,Earl Clark,1610612751,BKN,27.0,2014-15,0.0,1.0,0.0,0.0,1.0,0.0,4.0,12.0,0.333,0.0,2.0,0.0
202334,Ed Davis,1610612747,LAL,26.0,2014-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202327,Ekpe Udoh,1610612746,LAC,28.0,2014-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203901,Elfrid Payton,1610612753,ORL,21.0,2014-15,2.0,6.0,0.333,3.0,7.0,0.429,6.0,29.0,0.207,5.0,13.0,0.385
202407,Elijah Millsap,1610612762,UTA,27.0,2014-15,4.0,7.0,0.571,8.0,25.0,0.32,16.0,56.0,0.286,12.0,32.0,0.375
202343,Elliot Williams,1610612755,PHI,26.0,2014-15,1.0,2.0,0.5,1.0,1.0,1.0,6.0,15.0,0.4,2.0,3.0,0.667
1882,Elton Brand,1610612737,ATL,36.0,2014-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
202683,Enes Freedom,1610612760,OKC,23.0,2014-15,10.0,25.0,0.4,2.0,10.0,0.2,4.0,10.0,0.4,12.0,35.0,0.343
202339,Eric Bledsoe,1610612756,PHX,25.0,2014-15,4.0,20.0,0.2,12.0,28.0,0.429,72.0,222.0,0.324,16.0,48.0,0.333
201569,Eric Gordon,1610612740,NOP,26.0,2014-15,8.0,21.0,0.381,13.0,29.0,0.448,120.0,263.0,0.456,21.0,50.0,0.42
203961,Eric Moreland,1610612758,SAC,23.0,2014-15,,,,,,,0.0,0.0,0.0,,,
203475,Erick Green,1610612743,DEN,24.0,2014-15,3.0,8.0,0.375,4.0,9.0,0.444,8.0,31.0,0.258,7.0,17.0,0.412
101141,Ersan Ilyasova,1610612749,MIL,28.0,2014-15,5.0,10.0,0.5,7.0,15.0,0.467,62.0,165.0,0.376,12.0,25.0,0.48
203095,Evan Fournier,1610612753,ORL,22.0,2014-15,8.0,26.0,0.308,8.0,20.0,0.4,69.0,176.0,0.392,16.0,46.0,0.348
202323,Evan Turner,1610612738,BOS,26.0,2014-15,7.0,21.0,0.333,6.0,20.0,0.3,20.0,78.0,0.256,13.0,41.0,0.317
203105,Festus Ezeli,1610612744,GSW,25.0,2014-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101128,Francisco Garcia,1610612745,HOU,33.0,2014-15,2.0,6.0,0.333,3.0,12.0,0.25,5.0,26.0,0.192,5.0,18.0,0.278
203128,Furkan Aldemir,1610612755,PHI,23.0,2014-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
203539,Gal Mekel,1610612742,DAL,27.0,2014-15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
202066,Garrett Temple,1610612764,WAS,29.0,2014-15,4.0,20.0,0.2,10.0,17.0,0.588,19.0,50.0,0.38,14.0,37.0,0.378
203914,Gary Harris,1610612743,DEN,20.0,2014-15,4.0,23.0,0.174,2.0,12.0,0.167,15.0,68.0,0.221,6.0,35.0,0.171
202390,Gary Neal,1610612750,MIN,30.0,2014-15,2.0,10.0,0.2,3.0,11.0,0.273,45.0,143.0,0.315,5.0,21.0,0.238
201588,George Hill,1610612754,IND,29.0,2014-15,9.0,27.0,0.333,5.0,16.0,0.313,55.0,148.0,0.372,14.0,43.0,0.326
101123,Gerald Green,1610612756,PHX,29.0,2014-15,18.0,51.0,0.353,20.0,59.0,0.339,99.0,274.0,0.361,38.0,110.0,0.345
201945,Gerald Henderson,1610612766,CHA,27.0,2014-15,13.0,27.0,0.481,16.0,42.0,0.381,16.0,67.0,0.239,29.0,69.0,0.42
2222,Gerald Wallace,1610612738,BOS,32.0,2014-15,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
203507,Giannis Antetokounmpo,1610612749,MIL,20.0,2014-15,0.0,3.0,0.0,1.0,4.0,0.25,6.0,36.0,0.167,1.0,7.0,0.143
203540,Gigi Datome,1610612738,BOS,27.0,2014-15,0.0,2.0,0.0,1.0,3.0,0.333,17.0,35.0,0.486,1.0,5.0,0.2
201175,Glen Davis,1610612746,LAC,29.0,2014-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
203318,Glen Rice,1610612764,WAS,24.0,2014-15,0.0,0.0,0.0,1.0,2.0,0.5,0.0,5.0,0.0,1.0,2.0,0.5
203922,Glenn Robinson III,1610612755,PHI,21.0,2014-15,2.0,6.0,0.333,0.0,0.0,0.0,3.0,13.0,0.231,2.0,6.0,0.333
201609,Goran Dragic,1610612748,MIA,29.0,2014-15,14.0,42.0,0.333,15.0,43.0,0.349,61.0,174.0,0.351,29.0,85.0,0.341
202330,Gordon Hayward,1610612762,UTA,25.0,2014-15,11.0,22.0,0.5,10.0,28.0,0.357,99.0,279.0,0.355,21.0,50.0,0.42
203476,Gorgui Dieng,1610612750,MIN,25.0,2014-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.333,0.0,0.0,0.0
203511,Grant Jerrett,1610612762,UTA,21.0,2014-15,0.0,1.0,0.0,0.0,3.0,0.0,1.0,11.0,0.091,0.0,4.0,0.0
202328,Greg Monroe,1610612765,DET,25.0,2014-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202962,Greg Smith,1610612742,DAL,24.0,2014-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201880,Greg Stiemsma,1610612761,TOR,29.0,2014-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
